league_name,goals
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,2
Ligue 1,9
Ligue 1,
Ligue 1,1
Ligue 1,1
Ligue 1,2
Ligue 1,2
Ligue 1,
Ligue 1,4
Ligue 1,1
Ligue 1,2
Ligue 1,10
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,2
Ligue 1,5
Ligue 1,5
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,8
Ligue 1,4
Ligue 1,6
Ligue 1,8
Ligue 1,
Ligue 1,15
Ligue 1,15
Ligue 1,18
Ligue 1,18
Ligue 1,10
Ligue 1,4
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,1
Ligue 1,2
Ligue 1,
Ligue 1,8
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,12
Ligue 1,11
Ligue 1,2
Ligue 1,2
Ligue 1,11
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,3
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,1
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,3
Ligue 1,3
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,3
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,9
Ligue 1,2
Ligue 1,4
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,11
Ligue 1,
Ligue 1,6
Ligue 1,2
Ligue 1,
Ligue 1,6
Ligue 1,1
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,3
Ligue 1,
Ligue 1,2
Ligue 1,
Ligue 1,
Ligue 1,10
Ligue 1,
Ligue 1,
Ligue 1,6
Ligue 1,2
Ligue 1,
Ligue 1,2
Ligue 1,1
Ligue 1,12
Ligue 1,5
Ligue 1,
Ligue 1,2
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,2
Ligue 1,1
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,3
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,5
Ligue 1,3
Ligue 1,10
Ligue 1,
Ligue 1,4
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,10
Ligue 1,1
Ligue 1,
Ligue 1,5
Ligue 1,
Ligue 1,2
Ligue 1,
Ligue 1,
Ligue 1,3
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,10
Ligue 1,10
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,5
Ligue 1,5
Ligue 1,
Ligue 1,11
Ligue 1,4
Ligue 1,9
Ligue 1,4
Ligue 1,
Ligue 1,1
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,1
Ligue 1,4
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,1
Ligue 1,1
Ligue 1,1
Ligue 1,1
Ligue 1,
Ligue 1,4
Ligue 1,
Ligue 1,7
Ligue 1,2
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,3
Ligue 1,5
Ligue 1,9
Ligue 1,2
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,
Ligue 1,4
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,1
Ligue 1,2
Ligue 1,
Ligue 1,7
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,4
Ligue 1,
Ligue 1,5
Ligue 1,
Ligue 1,8
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,10
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,4
Ligue 1,3
Ligue 1,
Ligue 1,1
Ligue 1,14
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,3
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,5
Ligue 1,5
Ligue 1,4
Ligue 1,
Ligue 1,2
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,1
Ligue 1,
Ligue 1,2
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,8
Ligue 1,3
Ligue 1,2
Ligue 1,2
Ligue 1,
Ligue 1,4
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,1
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,3
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,2
Ligue 1,1
Ligue 1,
Ligue 1,6
Ligue 1,
Ligue 1,1
Ligue 1,8
Ligue 1,5
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,3
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,
Ligue 1,1
Ligue 1,1
Ligue 1,1
Ligue 1,
Ligue 1,
Ligue 1,8
Ligue 1,2
Ligue 1,2
Ligue 1,3
Ligue 1,
Ligue 1,14
Ligue 1,6
Ligue 1,
Ligue 1,
Ligue 1,
Premier League,5
Premier League,5
Premier League,2
Premier League,2
Premier League,1
Premier League,
Premier League,5
Premier League,8
Premier League,2
Premier League,2
Premier League,
Premier League,6
Premier League,18
Premier League,5
Premier League,
Premier League,
Premier League,17
Premier League,4
Premier League,2
Premier League,
Premier League,
Premier League,2
Premier League,
Premier League,1
Premier League,5
Premier League,1
Premier League,9
Premier League,
Premier League,1
Premier League,2
Premier League,4
Premier League,1
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,1
Premier League,7
Premier League,
Premier League,3
Premier League,8
Premier League,
Premier League,
Premier League,15
Premier League,8
Premier League,
Premier League,9
Premier League,13
Premier League,3
Premier League,6
Premier League,
Premier League,11
Premier League,
Premier League,
Premier League,8
Premier League,
Premier League,3
Premier League,
Premier League,
Premier League,3
Premier League,
Premier League,
Premier League,
Premier League,3
Premier League,
Premier League,
Premier League,2
Premier League,
Premier League,
Premier League,5
Premier League,1
Premier League,3
Premier League,1
Premier League,2
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,3
Premier League,16
Premier League,18
Premier League,15
Premier League,3
Premier League,23
Premier League,
Premier League,5
Premier League,3
Premier League,3
Premier League,
Premier League,1
Premier League,1
Premier League,3
Premier League,
Premier League,3
Premier League,3
Premier League,1
Premier League,
Premier League,5
Premier League,1
Premier League,6
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,11
Premier League,8
Premier League,
Premier League,1
Premier League,
Premier League,1
Premier League,6
Premier League,4
Premier League,8
Premier League,17
Premier League,4
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,10
Premier League,2
Premier League,2
Premier League,
Premier League,
Premier League,3
Premier League,4
Premier League,2
Premier League,
Premier League,4
Premier League,4
Premier League,1
Premier League,
Premier League,5
Premier League,18
Premier League,1
Premier League,2
Premier League,1
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,4
Premier League,
Premier League,2
Premier League,1
Premier League,1
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,2
Premier League,1
Premier League,
Premier League,1
Premier League,
Premier League,3
Premier League,6
Premier League,2
Premier League,
Premier League,17
Premier League,
Premier League,5
Premier League,1
Premier League,1
Premier League,1
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,2
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,7
Premier League,10
Premier League,
Premier League,
Premier League,6
Premier League,11
Premier League,1
Premier League,2
Premier League,5
Premier League,15
Premier League,4
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,6
Premier League,2
Premier League,1
Premier League,1
Premier League,12
Premier League,
Premier League,6
Premier League,2
Premier League,6
Premier League,4
Premier League,5
Premier League,15
Premier League,1
Premier League,2
Premier League,1
Premier League,1
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,4
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,2
Premier League,3
Premier League,6
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,7
Premier League,6
Premier League,
Premier League,4
Premier League,
Premier League,1
Premier League,1
Premier League,11
Premier League,7
Premier League,
Premier League,2
Premier League,2
Premier League,2
Premier League,2
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,2
Premier League,1
Premier League,1
Premier League,
Premier League,5
Premier League,4
Premier League,
Premier League,1
Premier League,1
Premier League,3
Premier League,10
Premier League,5
Premier League,5
Premier League,1
Premier League,
Premier League,
Premier League,3
Premier League,4
Premier League,1
Premier League,2
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,2
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,4
Premier League,2
Premier League,2
Premier League,
Premier League,
Premier League,7
Premier League,
Premier League,
Premier League,2
Premier League,3
Premier League,1
Premier League,2
Premier League,1
Premier League,6
Premier League,5
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,2
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,2
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,5
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,6
Premier League,1
Premier League,5
Premier League,8
Premier League,
Premier League,12
Premier League,1
Premier League,10
Premier League,
Premier League,1
Premier League,2
Premier League,1
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,2
Premier League,1
Premier League,2
Premier League,5
Premier League,
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,8
Premier League,
Premier League,
Premier League,8
Premier League,
Premier League,6
Premier League,2
Premier League,2
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,1
Premier League,2
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,2
Premier League,
Premier League,1
Premier League,5
Premier League,1
Premier League,2
Premier League,1
Premier League,2
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,4
Premier League,
Premier League,
Premier League,5
Premier League,2
Premier League,1
Premier League,1
Premier League,8
Premier League,5
Premier League,5
Premier League,
Premier League,3
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,2
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,8
Premier League,
Premier League,11
Premier League,4
Premier League,4
Premier League,6
Premier League,
Premier League,7
Premier League,
Premier League,2
Premier League,6
Premier League,1
Premier League,1
Premier League,2
Premier League,4
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,15
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,2
Premier League,10
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,6
Premier League,7
Premier League,2
Premier League,2
Premier League,1
Premier League,1
Premier League,1
Premier League,3
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,8
Premier League,
Premier League,
Premier League,4
Premier League,1
Premier League,14
Premier League,2
Premier League,
Premier League,
Premier League,8
Premier League,5
Premier League,3
Premier League,5
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,2
Premier League,11
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,4
Premier League,
Premier League,2
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,2
Premier League,3
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,9
Premier League,
Premier League,
Premier League,2
Premier League,8
Premier League,5
Premier League,5
Premier League,2
Premier League,2
Premier League,1
Premier League,
Premier League,2
Premier League,4
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,1
Premier League,7
Premier League,
Premier League,3
Premier League,8
Premier League,
Premier League,
Premier League,15
Premier League,8
Premier League,
Premier League,9
Premier League,13
Premier League,3
Premier League,6
Premier League,
Premier League,11
Premier League,
Premier League,8
Premier League,
Premier League,3
Premier League,
Premier League,
Premier League,3
Premier League,
Premier League,
Premier League,3
Premier League,
Premier League,1
Premier League,1
Premier League,3
Premier League,
Premier League,3
Premier League,3
Premier League,1
Premier League,4
Premier League,
Premier League,5
Premier League,1
Premier League,6
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,11
Premier League,8
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,6
Premier League,4
Premier League,8
Premier League,17
Premier League,4
Premier League,1
Premier League,1
Premier League,2
Premier League,
Premier League,4
Premier League,4
Premier League,1
Premier League,
Premier League,5
