league_name,goals
Premier League,18
Premier League,1
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,2
Premier League,1
Premier League,
Premier League,1
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,23
Premier League,
Premier League,3
Premier League,6
Premier League,2
Premier League,
Premier League,17
Premier League,
Premier League,5
Premier League,1
Premier League,1
Premier League,1
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,2
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,7
Premier League,10
Premier League,
Premier League,
Premier League,6
Premier League,11
Premier League,
Premier League,1
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,6
Premier League,2
Premier League,1
Premier League,1
Premier League,12
Premier League,1
Premier League,
Premier League,6
Premier League,2
Premier League,6
Premier League,4
Premier League,5
Premier League,15
Premier League,1
Premier League,2
Premier League,1
Premier League,1
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,4
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,7
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,3
Premier League,
Premier League,
Premier League,2
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,2
Premier League,2
Premier League,2
Premier League,2
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,2
Premier League,1
Premier League,1
Premier League,
Premier League,5
Premier League,4
Premier League,
Premier League,1
Premier League,1
Premier League,3
Premier League,10
Premier League,5
Premier League,5
Premier League,1
Premier League,
Premier League,
Premier League,3
Premier League,4
Premier League,1
Premier League,2
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,2
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,4
Premier League,2
Premier League,2
Premier League,
Premier League,
Premier League,7
Premier League,
Premier League,
Premier League,2
Premier League,3
Premier League,1
Premier League,2
Premier League,1
Premier League,6
Premier League,5
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,2
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,2
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,5
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,6
Premier League,1
Premier League,5
Premier League,8
Premier League,
Premier League,12
Premier League,1
Premier League,10
Premier League,
Premier League,1
Premier League,2
Premier League,1
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,2
Premier League,
Premier League,1
Premier League,5
Premier League,1
Premier League,2
Premier League,1
Premier League,2
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,4
Premier League,
Premier League,
Premier League,5
Premier League,2
Premier League,1
Premier League,1
Premier League,8
Premier League,5
Premier League,5
Premier League,
Premier League,3
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,2
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,8
Premier League,
Premier League,11
Premier League,4
Premier League,4
Premier League,
Premier League,
Premier League,2
Premier League,6
Premier League,1
Premier League,2
Premier League,4
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,2
Premier League,10
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,4
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,6
Premier League,7
Premier League,2
Premier League,1
Premier League,1
Premier League,1
Premier League,3
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,3
Premier League,
Premier League,1
Premier League,
Premier League,3
Premier League,4
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,7
Premier League,
Premier League,
Premier League,4
Premier League,3
Premier League,
Premier League,12
Premier League,
Premier League,4
Premier League,2
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,8
Premier League,
Premier League,
Premier League,4
Premier League,1
Premier League,14
Premier League,2
Premier League,
Premier League,
Premier League,8
Premier League,5
Premier League,3
Premier League,5
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,2
Premier League,11
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,4
Premier League,
Premier League,2
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,5
Premier League,1
Premier League,3
Premier League,10
Premier League,14
Premier League,5
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,2
Premier League,3
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,1
Premier League,1
Premier League,
Premier League,
Premier League,1
Premier League,2
Premier League,
Premier League,
Premier League,
Premier League,
Premier League,9
Premier League,
Premier League,
Premier League,2
Premier League,8
Serie A,1
Serie A,1
Serie A,1
Serie A,2
Serie A,
Serie A,
Serie A,6
Serie A,2
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,6
Serie A,
Serie A,
Serie A,
Serie A,5
Serie A,13
Serie A,13
Serie A,3
Serie A,1
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,7
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,2
Serie A,1
Serie A,2
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,2
Serie A,2
Serie A,3
Serie A,3
Serie A,5
Serie A,
Serie A,
Serie A,11
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,9
Serie A,1
Serie A,1
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,1
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,3
Serie A,
Serie A,1
Serie A,7
Serie A,6
Serie A,2
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,12
Serie A,7
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,2
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,2
Serie A,3
Serie A,
Serie A,1
Serie A,3
Serie A,3
Serie A,1
Serie A,6
Serie A,
Serie A,8
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,5
Serie A,
Serie A,1
Serie A,7
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,5
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,2
Serie A,
Serie A,1
Serie A,
Serie A,2
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,6
Serie A,6
Serie A,
Serie A,
Serie A,
Serie A,10
Serie A,
Serie A,1
Serie A,5
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,1
Serie A,1
Serie A,1
Serie A,5
Serie A,27
Serie A,
Serie A,9
Serie A,6
Serie A,
Serie A,
Serie A,2
Serie A,6
Serie A,6
Serie A,
Serie A,
Serie A,5
Serie A,
Serie A,5
Serie A,11
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,1
Serie A,1
Serie A,3
Serie A,
Serie A,
Serie A,1
Serie A,4
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,4
Serie A,16
Serie A,15
Serie A,24
Serie A,24
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,2
Serie A,3
Serie A,7
Serie A,
Serie A,3
Serie A,
Serie A,
Serie A,
Serie A,4
Serie A,10
Serie A,2
Serie A,2
Serie A,1
Serie A,
Serie A,1
Serie A,5
Serie A,
Serie A,1
Serie A,
Serie A,4
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,1
Serie A,1
Serie A,
Serie A,1
Serie A,2
Serie A,3
Serie A,6
Serie A,17
Serie A,1
Serie A,3
Serie A,1
Serie A,5
Serie A,2
Serie A,9
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,4
Serie A,
Serie A,
Serie A,
Serie A,4
Serie A,1
Serie A,1
Serie A,2
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,3
Serie A,
Serie A,
Serie A,3
Serie A,1
Serie A,1
Serie A,1
Serie A,1
Serie A,9
Serie A,10
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,3
Serie A,2
Serie A,13
Serie A,6
Serie A,1
Serie A,1
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,3
Serie A,4
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,1
Serie A,1
Serie A,1
Serie A,
Serie A,3
Serie A,14
Serie A,11
Serie A,
Serie A,3
Serie A,5
Serie A,
Serie A,17
Serie A,
Serie A,
Serie A,3
Serie A,
Serie A,6
Serie A,7
Serie A,1
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,16
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,4
Serie A,3
Serie A,1
Serie A,8
Serie A,11
Serie A,1
Serie A,1
Serie A,
Serie A,5
Serie A,1
Serie A,2
Serie A,11
Serie A,1
Serie A,3
Serie A,
Serie A,
Serie A,4
Serie A,4
Serie A,6
Serie A,
Serie A,2
Serie A,5
Serie A,1
Serie A,1
Serie A,2
Serie A,2
Serie A,2
Serie A,
Serie A,5
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,1
Serie A,5
Serie A,13
Serie A,4
Serie A,13
Serie A,13
Serie A,21
Serie A,6
Serie A,8
Serie A,1
Serie A,1
Serie A,5
Serie A,
Serie A,3
Serie A,1
Serie A,1
Serie A,1
Serie A,2
Serie A,7
Serie A,3
Serie A,
Serie A,
Serie A,2
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,3
Serie A,
Serie A,
Serie A,5
Serie A,9
Serie A,18
Serie A,24
Serie A,24
Serie A,10
Serie A,6
Serie A,
Serie A,9
Serie A,6
Serie A,
Serie A,
Serie A,2
Serie A,4
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,3
Serie A,
Serie A,3
Serie A,3
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,5
Serie A,3
Serie A,
Serie A,
Serie A,4
Serie A,3
Serie A,7
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,5
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,2
Serie A,6
Serie A,
Serie A,18
Serie A,17
Serie A,
Serie A,5
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,2
Serie A,6
Serie A,
Serie A,18
Serie A,17
Serie A,11
Serie A,11
Serie A,
Serie A,3
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,3
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,4
Serie A,4
Serie A,5
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,2
Serie A,2
Serie A,6
Serie A,6
Serie A,
Serie A,2
Serie A,7
Serie A,3
Serie A,
Serie A,
Serie A,
Serie A,8
Serie A,6
Serie A,1
Serie A,1
Serie A,7
Serie A,
Serie A,
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,5
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,3
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,3
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,6
Serie A,2
Serie A,
Serie A,5
Serie A,6
Serie A,
Serie A,14
Serie A,6
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,4
Serie A,1
Serie A,1
Serie A,
Serie A,4
Serie A,1
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,11
Serie A,4
Serie A,6
Serie A,6
Serie A,
Serie A,1
Serie A,12
Serie A,12
Serie A,
Serie A,17
Serie A,17
Serie A,2
Serie A,8
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,2
Serie A,3
Serie A,
Serie A,
Serie A,5
Serie A,2
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,5
Serie A,
Serie A,
Serie A,7
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,3
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,4
Serie A,15
Serie A,13
Serie A,13
Serie A,2
Serie A,12
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,1
Serie A,
Serie A,
Serie A,4
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,4
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,4
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,17
Serie A,17
Serie A,13
Serie A,3
Serie A,5
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,1
Serie A,1
Serie A,1
Serie A,1
Serie A,1
Serie A,
Serie A,
Serie A,
Serie A,3
Serie A,1
Serie A,1
Serie A,
Serie A,3
Serie A,
Serie A,
Serie A,7
Serie A,
Serie A,
Serie A,4
Serie A,
Serie A,3
Serie A,
Serie A,
Serie A,
Serie A,5
Serie A,
Serie A,
Serie A,12
Serie A,12
Serie A,
Serie A,6
Serie A,
Serie A,
Serie A,11
Serie A,11
Serie A,4
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,2
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,
Serie A,1
Serie A,
