player_id,total_games,games_played,goals,assists,ppg,yellow_cards,second_yellow_cards,red_cards
857154,3,,,,,,,
339943,33,32,8,,,15,1,
325223,30,30,3,3,,16,1,
427161,16,14,2,,,6,1,
129990,11,9,,,,,,
68718,29,28,4,,,15,,
730126,14,8,,,,3,,
857148,8,3,,,,,,
386057,33,33,2,,,2,7,
460245,27,19,1,,,2,3,1
412829,33,22,1,,,5,,
80036,18,2,,,,1,1,
799936,5,,,,,,,
23960,14,9,,,,,,
807165,5,,,,,,,
120651,34,34,1,1,,,1,
648886,18,3,,,,1,,
442552,37,36,,2,,3,3,1
391720,38,28,,,,4,3,
314912,35,8,,,,3,,1
562175,1,,,,,,,
238626,34,34,,2,,8,9,
333383,15,12,,,,5,4,
127182,35,34,3,2,,14,5,
56794,21,21,,1,,10,5,
804548,10,3,,,,1,,
804547,13,4,,,,,,
633992,36,36,2,3,,15,2,
412671,34,25,1,1,,8,3,
766412,15,4,,,,1,,
579930,35,35,6,2,,23,5,
428954,15,15,,1,,5,2,
823231,26,25,1,2,,4,4,
538874,37,37,8,4,,27,1,
490223,16,16,5,1,,4,2,
167342,31,30,1,,,11,,
203504,26,20,,,,4,3,
704270,24,21,3,,,3,1,
810411,1,,,,,,,
198709,23,23,1,,,1,2,
798404,34,21,,,,2,5,1
391192,25,15,,,,1,2,
91473,35,30,1,,,6,6,
170487,17,2,,,,,,
912601,1,,,,,,,
203761,34,34,1,4,,4,4,
422715,36,18,,,,7,1,
590629,10,,,,,,,
327863,38,38,,3,,2,5,
170459,11,1,,,,,,
942083,6,,,,,,,
969154,2,,,,,,,
688707,32,31,1,,,7,9,1
594997,24,24,1,1,,4,2,
282721,27,9,,,,2,,
72121,32,32,,1,,4,7,
159907,18,15,,,,3,,
668503,9,,,,,,,
1020544,1,,,,,,,
646733,31,30,1,3,,10,1,
270411,26,23,1,1,,9,1,
306191,30,29,1,5,,20,,
806496,7,5,,,,,1,
860056,2,,,,,,,
149579,29,29,8,3,,18,3,
495667,35,25,2,1,,16,,
221151,37,35,3,1,,22,3,
503518,2,1,,,,,,
594991,32,32,14,5,,16,1,
321647,31,30,6,3,,13,5,
203504,26,20,,,,4,3,
272644,19,15,1,1,,1,1,
657635,2,,,,,,,
401530,36,34,1,3,,2,5,
59016,30,30,2,3,,3,2,
58884,36,28,3,,,3,7,
251896,31,5,,,,1,1,
618341,3,2,,,,,,
662261,4,,,,,,,
291417,24,22,2,2,,6,4,
525299,11,3,,1,,2,1,
44501,24,12,,2,,3,,
138927,28,24,1,3,,8,1,
221316,37,29,3,,,9,3,
280730,32,25,1,1,,5,4,
537759,1,1,,,,,,
16306,34,32,1,4,,9,11,
495621,15,1,,,,,,
369081,33,31,,1,,9,2,
640428,38,30,2,1,,8,9,
31909,30,28,1,3,,10,4,
319745,17,11,,,,1,1,
27992,30,28,2,8,,19,5,
85288,28,14,1,,,3,1,
371998,35,35,17,13,,15,6,
50202,29,18,,1,,6,2,
412363,34,33,4,5,,14,3,
296622,33,31,10,,,13,2,
39381,26,17,3,,,6,2,
710004,4,3,,,,,,
18922,33,32,27,12,,13,,
257462,27,15,1,3,,1,1,
225020,24,9,1,1,,2,2,
623521,3,1,,,,,,
480267,31,30,4,,,3,6,
466794,33,26,,,,6,5,
182904,35,21,,1,,2,4,
331505,35,19,,1,,6,2,
18944,28,27,1,,,5,8,1
126540,23,1,,,,,1,
388542,1,,,,,,,
617060,2,1,,,,,,
69751,31,30,2,10,,4,11,
636688,18,5,,,,2,,
476344,37,34,1,1,,10,5,
361104,25,21,,3,,8,2,
85370,10,9,2,1,,4,1,
15951,17,14,1,3,,6,2,
331508,2,,,,,,,
65230,36,36,2,,,4,12,
388548,3,,,,,,,
466806,7,2,,,,,,
683840,12,12,3,1,,6,,
326330,33,32,3,3,,12,5,1
646740,36,34,2,6,,16,9,1
466805,31,27,2,1,,10,6,
44162,25,20,,2,,8,3,1
331511,48,25,4,2,,3,1,
388555,1,,,,,,,
466810,10,10,4,1,,3,,
398184,25,22,6,5,,9,1,
80444,35,31,7,3,,16,1,
724520,13,10,1,,,5,4,
913539,1,1,,,,,,
288230,23,21,1,13,,8,3,
204103,38,31,1,2,,9,,
548031,29,17,1,,,7,1,
709969,5,2,,,,2,,
125781,30,29,3,5,,17,3,
167850,29,28,12,2,,5,3,
58864,31,31,15,2,,18,3,
95732,19,4,2,1,,2,,
72522,35,21,6,,,4,1,
599231,8,6,1,,,3,1,
308278,36,30,5,,,12,9,
26399,4,4,1,,,1,,
250845,29,24,1,1,,5,7,
281769,33,26,2,1,,7,6,
107010,30,28,,,,1,12,
491693,33,20,,1,,4,6,
156501,34,26,2,1,,1,5,
534376,2,,,,,,,
628464,1,,,,,,,
537458,1,,,,,,,
668273,4,,,,,,,
476352,36,29,2,2,,10,5,
240692,35,35,1,,,9,12,
95810,23,21,2,,,7,1,
63463,29,20,1,1,,10,7,
76061,31,21,1,2,,6,4,
379632,8,8,,,,,1,
935456,1,,,,,,,
127189,29,28,1,2,,6,8,2
282411,29,29,,2,,9,5,
255901,37,36,3,2,,15,7,
74229,32,31,1,2,,6,6,
148928,36,13,,1,,2,1,
122043,40,31,,1,,4,7,
668177,18,5,,,,1,1,
568149,1,,,,,,,
775605,3,,,,,,,
205562,24,24,4,5,,12,2,
140776,34,34,6,6,,14,5,
266807,36,36,12,5,,16,3,
462250,24,24,8,4,,9,1,1
125781,30,29,3,5,,17,3,
517894,31,30,6,7,,9,3,
44352,50,48,17,6,,18,9,
505674,3,,,,,,,
274347,15,11,4,3,,4,2,
742201,12,1,,,,,,
618813,10,1,,,,,1,
399776,34,33,5,1,,3,5,
494880,35,32,1,,,3,6,
80293,36,17,1,,,,3,
15452,34,28,,,,2,8,
341263,2,,,,,,,
349599,37,28,,1,,10,3,
356197,37,28,4,5,,11,2,
207917,27,24,3,2,,10,3,
480763,30,25,1,1,,9,4,1
127032,21,19,,1,,2,4,
73250,38,12,,,,3,1,
238868,25,7,,,,1,1,
631098,1,,,,,,,
74869,21,20,2,1,,7,3,
63494,33,30,1,1,,11,9,
65467,38,20,,1,,4,4,
348795,29,25,1,1,,8,2,
188854,36,35,6,4,,21,3,
59561,34,33,2,10,,9,3,
335225,30,27,2,,,10,6,
568156,2,,,,,,,
627287,4,1,,,,,,
355861,23,23,10,3,,11,2,
175449,37,29,2,2,,9,2,
614464,6,1,,,,,,
568157,33,31,6,4,,19,2,
401922,27,27,3,3,,9,4,
413262,24,9,,,,,1,
177467,18,17,9,3,,5,2,
626913,29,25,5,5,,10,3,
126716,26,18,1,3,,10,1,
627294,35,23,2,,,7,2,
776890,11,8,,1,,,,
461631,1,,,,,,,
411975,32,32,2,1,,1,2,
329145,34,34,3,,,3,2,1
182579,22,18,,2,,2,2,
766583,11,,,,,,,
60410,32,31,1,3,,11,10,
170646,35,19,,1,,6,3,
711628,1,,,,,,,
402733,30,18,1,3,,9,7,
341272,1,,,,,,,
15956,25,25,,3,,5,4,
537373,4,1,,,,,,
711625,13,1,,,,,,
74294,34,21,,,,4,5,
51174,24,24,1,1,,4,6,
263727,37,36,,1,,20,9,
214775,29,26,2,3,,10,2,
32467,36,35,4,6,,14,5,
91849,29,27,2,1,,5,2,1
610238,2,1,,,,,,
284884,37,29,,1,,11,3,
536826,11,,,,,,,
189441,31,30,6,4,,9,7,
20005,30,29,5,1,,13,4,
241391,37,17,1,2,,10,3,
125165,32,29,2,5,,11,3,
111630,21,20,5,2,,8,5,
111961,9,8,,1,,7,,
676042,10,1,,,,,1,
610461,13,2,,,,,,
587562,4,,,,,,,
433049,25,23,5,2,,12,1,
361254,34,34,10,,,9,6,
182877,22,17,1,1,,9,1,
223725,33,16,2,,,4,3,
72522,35,21,6,,,4,1,
628886,25,5,,,,2,,
351809,37,37,1,1,,,6,
229804,36,30,4,1,,2,3,
355628,33,26,,1,,7,7,
580560,35,10,,,,1,1,
625651,2,,,,,,,
517842,31,20,,,,5,2,1
249513,24,21,,,,5,4,
674501,1,,,,,,,
696890,4,1,,,,,,
289255,37,32,,4,,13,4,
197135,34,24,,,,9,6,
434990,5,2,,,,,,
423440,36,36,2,1,,1,4,
59344,22,8,,,,6,1,
338424,34,34,3,4,,7,8,
465967,38,17,,,,8,2,
634431,21,8,,,,1,1,
289257,24,8,1,,,1,,
625660,1,,,,,,,
129473,31,22,1,,,15,3,
35518,26,25,2,6,,16,4,
563137,18,6,,,,3,,
351478,22,22,9,3,,7,,
616369,12,11,1,1,,6,,
594926,24,7,,,,1,,
177847,33,33,3,,,16,5,
99353,38,37,1,2,,16,5,
548188,5,3,,,,,,
625658,13,5,,,,1,,
349066,33,32,6,2,,21,6,
238407,33,33,4,,,12,2,
711382,2,,,,,,,
625654,22,13,2,,,1,,
289236,2,1,,,,,,
353032,32,29,2,,,8,15,
149498,21,19,2,1,,4,2,
346289,33,29,,1,,4,11,
298583,31,17,1,,,3,3,
163086,17,12,1,,,5,3,
646750,16,6,,,,2,1,
707274,1,,,,,,,
668212,10,4,,,,,2,
221322,24,24,2,5,,4,6,1
623024,35,15,,,,5,,
320271,15,11,,1,,4,5,
367466,20,19,,1,,9,5,
63463,29,20,1,1,,10,7,
170472,31,31,,2,,2,11,
589459,5,,,,,,,
495629,33,31,1,,,8,9,1
417575,37,28,,,,9,1,1
372246,32,32,11,5,,13,4,
503991,34,29,1,,,12,5,
617074,25,16,,,,5,7,1
569375,24,10,,,,2,1,
834764,1,,,,,,,
944124,1,,,,,,,
941869,5,3,,,,,,
699771,4,,,,,,,
537382,31,22,,1,,7,3,
527350,37,20,1,1,,2,3,
98322,29,17,,2,,5,1,
328914,7,,,,,,,
173900,36,23,,1,,8,3,
263860,33,19,,1,,10,3,
707279,1,,,,,,,
225122,37,36,11,6,,16,3,
396894,29,29,5,2,,11,5,1
573775,34,31,7,3,,17,1,1
481084,32,29,1,3,,6,3,
85383,37,34,4,1,,10,4,
617081,2,,,,,,,
941867,4,2,,,,,,
401624,37,21,1,1,,,6,
99922,31,23,1,,,1,5,
113133,30,23,1,,,3,5,
27374,9,4,,,,2,1,
62920,31,18,,,,2,2,
531824,3,1,1,,,,,
193098,32,30,5,4,,5,4,
341227,30,13,,2,,3,3,
630998,3,1,,,,,,
191217,29,23,,2,,,2,
135492,17,10,,1,,1,1,
378139,36,19,,,,8,6,
68645,14,6,,1,,1,2,
711638,3,,,,,,,
342385,35,32,1,2,,5,7,1
100131,36,33,2,3,,12,6,
429901,27,8,,,,3,2,
20506,35,28,,1,,12,4,
263856,9,7,,,,,,
718580,1,,,,,,,
203496,35,34,6,8,,17,7,
66106,34,34,5,8,,14,7,
630995,33,21,1,2,,10,,
395694,3,,,,,,,
126737,36,33,16,5,,24,5,
141834,40,27,2,2,,3,2,
371174,27,7,,,,1,,
505675,10,4,,,,1,,
7663,33,21,,1,,2,,
278359,37,33,10,,,16,4,
122155,34,32,9,4,,16,1,
354741,38,22,1,,,4,,
631002,2,1,,,,,,
158863,27,27,3,,,1,7,1
255488,28,22,,,,1,6,
524000,28,24,2,1,,1,2,
338285,33,9,,,,1,2,
591916,4,,,,,,,
61812,17,14,1,2,,3,3,
85258,37,26,,,,4,2,
255501,33,25,,2,,4,3,
197545,30,1,,,,,,
96718,33,22,1,2,,10,4,
527838,36,17,,,,,4,
300168,37,32,2,,,12,3,2
447052,2,1,,,,,,
610083,34,34,,1,,16,4,
524010,33,31,1,,,5,5,
178425,34,32,,,,22,9,
54235,37,35,4,11,,19,3,
571020,27,27,6,4,,16,2,
338425,36,34,3,6,,13,7,
455349,19,7,,,,,2,
668183,30,14,1,,,2,,
834755,2,,,,,,,
709187,34,34,,,,10,4,
626960,3,,,,,,,
255508,38,38,8,6,,14,4,
251897,22,19,2,,,4,,
34601,36,35,6,3,,22,4,
221150,35,35,,1,,1,11,
494880,35,32,1,,,3,6,
302991,23,10,,1,,4,2,1
143029,36,32,1,,,6,8,
70245,3,,,,,,,
248330,12,1,,,,1,1,
577486,15,,,,,,,
857939,1,,,,,,,
284857,36,36,1,1,,3,6,
376514,32,32,1,3,,4,10,
189453,22,9,,,,1,4,
809639,11,3,,1,,1,,
390688,38,20,,1,,5,1,
76746,36,35,,3,,12,13,
111508,19,5,,,,2,1,
357162,35,22,,1,,5,2,
137616,33,19,,,,2,1,
158795,15,7,,,,2,2,
638589,3,,,,,,,
290249,31,31,,5,,4,13,
273152,36,35,1,2,,8,5,
284854,34,33,1,2,,23,6,
398163,30,10,,1,,1,,
841121,1,,,,,,,
319160,25,14,,2,,3,1,
284884,37,29,,1,,11,3,
67082,22,7,,,,1,,
251106,37,37,16,1,,19,8,
573775,34,31,7,3,,17,1,1
298976,34,23,6,1,,10,3,
546047,19,15,2,,,3,2,
199369,30,29,3,,,19,7,
227961,26,22,1,,,4,7,
399780,18,15,1,,,2,,
102423,37,37,2,,,,7,
92947,37,31,1,2,,3,1,
357884,31,16,,,,5,3,
129444,26,18,,,,7,2,
495600,7,,,,,,,
705810,1,1,,,,,,
501418,31,31,1,1,,4,8,
67090,32,9,,,,,3,
544106,23,22,,2,,12,7,
495601,1,1,,,,,,
399775,29,2,,,,1,,
705813,8,4,,1,,,,
142021,36,36,3,10,,11,3,1
378293,24,23,1,1,,8,5,1
335225,30,27,2,,,10,6,
182581,30,30,3,2,,14,8,
295622,28,25,1,2,,12,9,
42920,53,28,4,2,,10,5,
646746,1,,,,,,,
628496,3,1,,,,,,
548187,1,,,,,,,
448344,38,21,,,,14,,
705815,5,1,,,,,1,
408471,30,30,4,1,,16,5,
570421,35,31,1,1,,7,3,1
162074,12,3,,,,,1,
745461,1,1,,,,,,
288318,38,32,,2,,18,4,
140436,49,35,12,,,9,1,
88490,32,31,2,,,12,10,
628498,8,3,,1,,,,
162038,34,34,17,3,,12,5,1
354741,38,22,1,,,4,,
311489,31,17,,,,3,,
358250,35,32,,,,6,1,
64134,37,34,,,,5,4,
131102,32,19,,,,4,5,
609361,34,9,,,,1,3,
636093,32,8,,,,1,1,
740253,1,,,,,,,
448628,37,37,,3,,2,9,
461619,6,,,,,,,
119905,22,21,1,1,,2,3,2
221315,35,17,,1,,6,3,
540676,1,,,,,,,
277137,31,29,,,,7,10,
137616,33,19,,,,2,1,
423444,37,37,1,,,17,4,
334042,30,19,1,3,,4,,
715628,1,,,,,,,
892221,5,1,,,,,,
309110,37,37,4,5,,16,8,
165007,38,38,4,6,,20,4,
699704,11,7,,,,,,
523977,17,1,,,,,,
341110,35,33,4,4,,18,6,
70934,36,32,2,,,14,1,
357628,1,,,,,,,
892929,3,1,,,,,,
282694,33,26,,,,4,5,
72047,37,37,18,6,,10,8,
186399,52,50,9,3,,18,10,
255653,33,33,7,3,,16,4,
298589,36,35,4,,,1,8,
197122,36,18,,,,1,5,
82503,21,15,,,,1,1,
69660,26,3,,,,2,,
783429,6,1,,,,,,
618809,36,33,1,3,,11,5,
169497,32,23,,,,3,4,
87469,35,23,1,1,,7,3,
216870,36,35,,1,,6,9,
488626,18,3,,,,1,1,
213670,35,33,1,,,10,10,
63040,38,25,1,,,7,3,
552425,37,36,2,3,,12,2,
95641,36,35,1,2,,14,9,
340864,11,1,,,,,,
71579,38,10,1,,,4,,
63056,38,28,2,2,,6,2,
471474,38,26,1,1,,8,1,
213260,38,37,1,6,,29,1,
298983,13,3,,,,,,
298575,28,21,2,,,9,2,
242532,14,4,,,,1,,
710679,9,4,,,,1,1,
366931,1,,,,,,,
167721,36,36,6,2,,20,7,1
46413,30,28,8,2,,11,3,
93936,34,33,5,2,,10,1,
514514,28,6,,,,,,
257376,25,21,1,,,2,7,
330684,34,21,2,,,3,2,
631222,29,18,,1,,3,5,
95963,34,32,2,1,,3,9,1
500191,11,,,,,,,
562058,5,1,,,,1,,
448844,28,26,,,,9,1,
93935,30,27,2,1,,6,6,
713649,3,,,,,,,
170472,31,31,,2,,2,11,
120443,20,12,1,,,2,1,
58330,34,22,1,,,8,5,
223053,36,32,,1,,8,11,
376588,34,27,,1,,7,5,
60542,26,25,,2,,11,6,
297784,26,12,,,,3,3,
281989,34,34,3,3,,12,4,
282727,21,14,,,,3,3,
59551,27,24,1,1,,9,5,
631221,31,8,,,,3,1,
211251,30,25,4,3,,13,2,
315289,32,31,8,3,,10,6,
713644,1,,,,,,,
262365,38,33,6,1,,17,4,
282722,19,17,2,1,,10,1,
487688,34,16,,,,6,,
67548,19,15,1,3,,3,3,
413262,24,9,,,,,1,
424784,37,37,8,4,,15,6,
611426,16,8,,,,1,1,
57825,37,35,10,5,,9,1,
119235,49,32,6,3,,9,4,
596884,24,14,2,1,,6,3,
257851,34,32,,1,,4,4,
88590,12,11,1,,,3,1,
387129,36,27,1,,,3,3,1
54935,33,30,1,2,,11,6,
175323,33,23,2,,,5,5,
158791,20,13,,,,4,3,
627277,2,,,,,,,
627276,4,,,,,,,
856136,1,,,,,,,
373916,10,4,,1,,2,2,
193784,24,19,,,,5,6,
282700,33,16,,1,,2,1,
228917,33,29,1,,,7,5,
349856,35,26,1,1,,8,5,
844637,19,11,,1,,3,1,
71905,38,6,1,,,1,1,
718177,1,,,,,,,
328480,34,29,,,,9,9,
205569,32,26,1,2,,8,7,
168959,32,19,,,,12,3,
151470,32,6,,,,,1,
120095,20,20,2,2,,8,6,
162056,30,29,7,2,,14,5,
568835,18,13,,1,,5,2,
405564,1,,,,,,,
856156,1,,,,,,,
245014,32,30,3,3,,11,3,
611198,11,,,,,,,
638235,36,25,,1,,4,1,
455181,25,25,4,7,,12,4,
172142,1,,,,,,,
212391,29,29,7,4,,13,8,
252677,35,35,13,7,,11,7,
422460,33,28,4,3,,12,1,
34870,25,18,3,2,,7,5,1
668041,18,17,4,,,8,1,
277384,37,36,,,,2,4,
278296,17,17,2,1,,,8,
378463,31,19,1,,,1,3,2
237499,22,10,,,,,3,1
632495,18,1,,,,1,,
166677,36,28,1,1,,2,7,
65318,31,25,,4,,7,5,
628488,2,,,,,,,
947432,1,,,,,,,
251876,35,35,1,5,,9,10,
350364,26,16,2,1,,1,1,
339699,17,9,1,,,2,1,
632498,1,,,,,,,
89297,36,26,,,,5,3,1
442805,31,26,1,,,12,9,
126751,22,22,,,,15,4,
513031,35,29,1,,,18,3,
217144,18,4,,,,1,1,
72479,10,5,1,,,,1,
58799,33,28,5,3,,16,2,
557149,33,30,1,2,,12,1,1
139435,37,36,3,4,,13,7,
632501,1,,,,,,,
339820,23,19,,1,,8,5,
100722,13,6,,,,1,,
706138,18,5,,,,1,,
405398,29,28,1,1,,14,4,
505673,3,,,,,,,
331498,34,24,1,2,,14,3,
256267,39,27,5,4,,2,7,
627294,35,23,2,,,7,2,
51510,33,29,4,3,,18,4,
177452,38,23,3,,,6,3,
678194,25,5,,1,,1,,
632499,2,,,,,,,
186862,34,30,1,,,4,10,
349836,36,28,,,,2,3,
203043,24,19,1,,,6,6,
255892,18,6,,,,1,,
184779,31,19,,,,5,11,
622623,1,,,,,,,
627290,13,2,,,,,,
262939,34,33,2,5,,3,4,
216240,15,5,1,,,,1,
211389,31,26,,,,5,6,
32522,33,16,,,,7,5,
623023,3,,,,,,,
142031,34,32,,,,15,6,
268670,33,31,,4,,9,8,
90451,54,37,1,,,10,11,
330352,36,31,,,,8,2,1
527698,16,12,2,,,5,1,
672953,2,,,,,,,
786438,5,,,,,,,
55215,26,13,,,,6,2,
225593,37,32,8,3,,9,4,
339816,37,32,3,3,,15,4,
149231,34,33,5,6,,22,9,
56067,48,26,2,,,10,3,
277533,38,31,2,3,,6,2,
900166,2,,,,,,,
334222,24,24,7,3,,13,3,
296783,20,20,5,1,,4,1,
92693,50,44,14,4,,26,6,
73185,35,33,5,3,,19,1,
184672,49,42,4,1,,9,5,
720532,4,,,,,,,
252667,33,28,,2,,12,6,
495625,37,25,,,,3,2,
247366,23,10,,1,,1,2,
155423,25,17,1,,,3,8,
67089,35,14,,,,1,7,1
62945,32,30,1,,,,6,
311044,37,37,2,2,,1,6,
520947,34,14,1,,,4,2,
254037,29,25,,1,,8,2,
225015,30,25,,,,7,4,
784719,10,2,,,,1,,
148355,33,22,,1,,16,3,
454238,28,23,,1,,7,5,
225462,15,11,,,,4,1,1
247250,14,14,2,,,2,7,
307519,12,12,,,,8,3,
882772,20,6,,,,2,1,
278404,13,6,,,,1,1,
89733,36,32,3,2,,8,2,
241391,37,17,1,2,,10,3,
99559,30,18,,1,,5,2,
246204,32,23,2,1,,11,1,1
281755,27,20,2,2,,10,6,
282406,20,9,,,,1,,
412046,17,9,,,,4,,
131275,33,31,7,4,,17,8,
73185,35,33,5,3,,19,1,
85383,37,34,4,1,,10,4,
18644,38,34,7,2,,9,3,
177065,20,5,,,,1,1,
542819,16,10,,,,2,,
835794,1,1,,,,,,
449796,36,36,2,2,,,8,
258475,33,16,,,,2,4,
240360,27,21,,,,9,4,
717957,3,,,,,,,
37337,37,14,,,,1,2,
628461,5,,,,,,,
341264,36,34,1,,,2,4,
206947,37,13,,,,4,,
85295,35,35,1,2,,,10,
608531,35,9,1,,,3,3,
380598,35,35,1,2,,18,10,1
192009,27,27,,,,10,5,
517753,37,35,,,,16,8,
525578,35,31,2,1,,10,5,
629020,4,,,,,,,
560483,35,34,3,2,,16,3,
30321,33,32,3,9,,22,13,
195605,25,14,4,,,3,,
257062,36,36,7,5,,10,6,
289272,4,4,,,,3,,
153427,38,29,1,3,,6,2,
888694,1,1,,,,,,
891075,4,2,,,,,,
362086,35,34,2,4,,20,7,
256429,35,32,8,2,,17,3,
39152,27,23,6,,,7,1,
531277,20,7,,,,1,,
166683,36,25,,,,5,3,
93747,9,1,,,,,,
607779,5,,,,,,,
245893,42,21,2,,,3,4,
67080,36,34,3,2,,2,9,
127108,32,30,,,,,7,1
559979,16,,,,,,,
177046,34,34,,5,,11,10,1
568158,30,9,,,,1,2,
249471,22,1,,,,,,
533568,16,14,,,,2,2,
483573,37,24,,1,,6,4,
184767,23,18,,,,4,4,
319253,4,1,,,,,,
364237,32,32,2,,,10,10,
242497,30,27,1,,,17,2,
354697,22,5,,,,1,1,
483742,30,30,,1,,7,16,
266795,33,18,5,1,,8,6,1
295065,37,28,,1,,13,2,
139895,50,46,2,,,15,8,
634460,2,,,,,,,
646734,6,1,,,,,,
277118,37,24,,1,,7,3,
341278,21,6,,,,2,,
527350,37,20,1,1,,2,3,
278837,37,37,1,3,,18,3,
676318,35,21,,,,6,,
263860,33,19,,1,,10,3,
133794,32,32,1,1,,14,6,
718029,1,1,,,,,,
81999,37,37,14,5,,5,,
73185,35,33,5,3,,19,1,
480883,35,22,1,2,,9,2,
495752,29,28,8,3,,1,6,
166683,36,25,,,,5,3,
98596,38,24,5,3,,8,4,1
628472,3,3,,,,,2,
550492,1,,,,,,,
668277,2,,,,,,,
